"","DeviceName","Brand","technology","gprs","edge","announced","status","dimensions","weight","sim","type","size","resolution","display_c","card_slot","alert_types","loudspeaker_","wlan","bluetooth","gps","radio","usb","messaging","browser","java","features_c","battery_c","stand_by","talk_time","colors","sar_us","sar_eu","sensors","cpu","internal_memory","ram_memory","os","body_c","primary_","video","secondary","speed","network_c","chipset","features","music_play","protection","gpu","multitouch","loudspeaker","audio_quality","nfc","camera","display","performance","_2g_bands","_3_5mm_jack_","_3g_bands","_4g_bands","sound_c","camera_c","infrared_port","build","price","sar","phonebook","call_records","clock","alarm","games","memory_c","keyboard"
"15","Amazon Kindle Fire HDX 8.9","Amazon","GSM / HSPA / EVDO / LTE","Yes","Yes","2013, September","Available. Released 2013, November","231 x 158 x 7.8 mm (9.09 x 6.22 x 0.31 in)","374 g (Wi-Fi)/ 384 g (4G) (13.19 oz)","Nano-SIM","IPS LCD capacitive touchscreen, 16M colors","8.9 inches (~62.9% screen-to-body ratio)","2560 x 1600 pixels (~339 ppi pixel density)","Fire OS 3.0 Mojito UI","No","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","Yes","Yes, with A-GPS (4G model)","No","microUSB v2.0","Email, Push Email, IM","HTML5 (Amazon Silk)","No","- Active noise cancellation with dedicated mic
  - MP4/VP8/H.263 player
  - MP3/WAV/AAC/OGG/E-AC-3 player
  - Document viewer
  - Photo viewer/editor
  - Free cloud storage for all Amazon content
  - Text-to-Speech English-language content reader","Non-removable Li-Ion battery",NA,"Up to 12 h","Black",NA,NA,"Accelerometer, gyro","Quad-core 2.2 GHz Krait 400","16/32/64 GB"," 2 GB ","Android OS (Jelly Bean - customized)",NA,"8 MP, autofocus, LED flash","Yes","720p","HSPA, LTE","CDMA2000 1xEV-DO ","Qualcomm Snapdragon 800","Geo-tagging, touch focus",NA,NA,"Adreno 330","Yes, up to 10 fingers",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes"," HSDPA"," LTE","- Dolby Digital Plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Amazon Kindle Fire HDX","Amazon","GSM / HSPA / EVDO / LTE","Yes","Yes","2013, September","Available. Released 2013, October","186 x 128 x 9 mm (7.32 x 5.04 x 0.35 in)","303 g (Wi-Fi)/ 311 g (4G) (10.69 oz)","Micro-SIM","IPS LCD capacitive touchscreen, 16M colors","7.0 inches (~59.7% screen-to-body ratio)","1200 x 1920 pixels (~323 ppi pixel density)","Fire OS 3.0 Mojito UI","No","Vibration; MP3, WAV ringtones","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","Yes","Yes, with A-GPS (4G model)","No","microUSB v2.0","Email, Push Email, IM","HTML5 (Amazon Silk)","No","- Active noise cancellation with dedicated mic
  - MP4/VP8/H.263 player
  - MP3/WAV/AAC/OGG/E-AC-3 player
  - Document viewer
  - Photo viewer/editor
  - Free cloud storage for all Amazon content
  - Text-to-Speech English-language content reader","Non-removable Li-Ion battery",NA,"Up to 11 h","Black",NA,NA,"Accelerometer, gyro","Quad-core 2.2 GHz Krait 400","16/32/64 GB"," 2 GB ","Android OS (Jelly Bean - customized)",NA,"1.3 MP","720p","No","HSPA, LTE","CDMA2000 1xEV-DO ","Qualcomm Snapdragon 800",NA,NA,NA,"Adreno 330","Yes, up to 10 fingers",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes"," HSDPA"," LTE","- Dolby Digital Plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Apple iPad Air","Apple","GSM / CDMA / HSPA / EVDO / LTE","Yes","Yes","2013, October","Available. Released November 2013","240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in)","469 g (Wi-Fi) / 478 g (3G/LTE) (1.03 lb)","Nano-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches (~71.6% screen-to-body ratio)","1536 x 2048 pixels (~264 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","v4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - iCloud Keychain
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Photo viewer/editor
  - Document viewer/editor
  - Voice memo
  - Predictive text input","Non-removable Li-Po 8600 mAh battery (32.4 Wh)",NA,"Up to 10 h (multimedia)","Space Gray, Silver","  1.18 W/kg (body) &nbsp; &nbsp; ","  0.99 W/kg (body) &nbsp; &nbsp; ","Accelerometer, gyro, compass","Dual-core 1.3 GHz Cyclone (ARM v8-based)","16/32/64/128 GB"," 1 GB  ","iOS 7, upgradable to iOS 9.2",NA,"5 MP, f/2.4, 33mm, autofocus","1080p@30fps","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","CDMA2000 1xEV-DO ","Apple A7","Geo-tagging, touch focus, face/smile detection, HDR (photo/panorama)",NA,"Scratch-resistant glass, oleophobic coating","PowerVR G6430 (quad-core graphics)","Yes","  Voice 67dB / Noise 65dB / Ring 76dB","  Noise -93.9dB / Crosstalk -89.9dB",NA,"  Photo / Video","  Contrast ratio: 968:1 (nominal) / 2.504:1 (sunlight)","  Basemark OS II: 1128 / Basemark X: 13597","GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 "," LTE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","Apple iPad mini Wi-Fi + Cellular","Apple","GSM / CDMA / HSPA / LTE","Yes","Yes","2012, October","Available. Released 2012, November","200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in)","312 g (11.01 oz)","Nano-SIM","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","768 x 1024 pixels (~162 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","v4.0, A2DP, EDR","Yes, with A-GPS, GLONASS","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Siri natural language commands and dictation
  - iCloud cloud service
  - Twitter and Facebook integration
  - Maps
  - Audio/video player/editor
  - Photo viewer/editor
  - Voice memo
  - TV-out
  - Document viewer
  - Predictive text input","Non-removable Li-Po 4490 mAh battery (16.7 Wh)",NA,"Up to 10 h (multimedia)","Black/Slate, White/Silver",NA,NA,"Accelerometer, gyro, compass","Dual-core 1.0 GHz Cortex-A9","16/32/64 GB"," 512 MB ","iOS 6, upgradable to iOS 9.2",NA,"5 MP, autofocus","1080p@30fps","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps"," LTE 700 / 850 / 1800 / 1900 / 2100  - A1455","Apple A5","Geo-tagging, touch focus, face detection",NA,"Oleophobic coating","PowerVR SGX543MP2","Yes","  Voice 68dB / Noise 65dB / Ring 75dB","  Noise -82.8dB / Crosstalk -80.8dB",NA,NA,"  Contrast ratio: 812:1 (nominal)",NA,"GSM 850 / 900 / 1800 / 1900  - A1454; A1455","Yes","HSDPA 850 / 900 / 1900 / 2100  - A1454; A1455","LTE band 4(1700/2100), 17(700) - A1454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","Apple iPad mini Wi-Fi","Apple","No cellular connectivity","No","No","2012, October","Available. Released 2012, November","200 x 134.7 x 7.2 mm (7.87 x 5.30 x 0.28 in)","308 g (10.86 oz)","No","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","768 x 1024 pixels (~162 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","v4.0, A2DP, EDR","No","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Siri natural language commands and dictation
  - iCloud cloud service
  - Maps
  - Audio/video player/editor
  - Photo viewer/editor
  - Voice memo
  - TV-out
  - Document viewer/editor
  - Predictive text input","Non-removable Li-Po 4490 mAh battery (16.7 Wh)",NA,"Up to 10 h (multimedia)","Black/Slate, White/Silver",NA,NA,"Accelerometer, gyro, compass","Dual-core 1.0 GHz Cortex-A9","16/32/64 GB"," 512 MB ","iOS 6, upgradable to iOS 9.2",NA,"5 MP, autofocus","1080p@30fps","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi",NA,NA,"Apple A5","Geo-tagging, touch focus, face detection",NA,"Oleophobic coating","PowerVR SGX543MP2","Yes",NA,NA,NA,"  Photo / Video",NA,"  Basemark OS II: 336"," N/A","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Apple iPad mini 2","Apple","GSM / CDMA / HSPA / EVDO / LTE","Yes","Yes","2013, October","Available. Released 2013, November","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","Nano-SIM","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","1536 x 2048 pixels (~324 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","v4.0, A2DP, EDR","Yes, with A-GPS, GLONASS","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - iCloud Keychain
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Photo viewer/editor
  - Document viewer/editor
  - Voice memo
  - Predictive text input","Non-removable Li-Po 6470 mAh battery (24.3 Wh)",NA,"Up to 10 h (multimedia)","Space Gray/Black, Silver/White","  1.19 W/kg (body) &nbsp; &nbsp; ","  0.99 W/kg (body) &nbsp; &nbsp; ","Accelerometer, gyro, compass","Dual-core 1.3 GHz Cyclone (ARM v8-based)","16/32/64/128 GB"," 1 GB  ","iOS 7, upgradable to iOS 9.2",NA,"5 MP, f/2.4, 33mm, autofocus","1080p@30fps","1.2 MP,  720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1491","Apple A7","Geo-tagging, touch focus, face/smile detection, HDR photo",NA,"Oleophobic coating","PowerVR G6430 (quad-core graphics)","Yes","  Voice 65dB / Noise 62dB / Ring 72dB","  Noise -93.8dB / Crosstalk -82.9dB",NA,"  Photo / Video","  Contrast ratio: 804:1 (nominal)","  Basemark OS II: 1073 / Basemark X: 13286","GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Apple iPad mini 3","Apple","GSM / CDMA / HSPA / EVDO / LTE","Yes","Yes","2014, October","Available. Released 2014, October","200 x 134.7 x 7.5 mm (7.87 x 5.30 x 0.30 in)","331 g (Wi-Fi) / 341 g (3G/LTE) (11.68 oz)","Nano-SIM/ Apple SIM (US & UK)","LED-backlit IPS LCD capacitive touchscreen, 16M colors","7.9 inches (~71.7% screen-to-body ratio)","1536 x 2048 pixels (~324 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n, dual-band","v4.0, A2DP, EDR","Yes, with A-GPS, GLONASS","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - iCloud Keychain
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Photo viewer/editor
  - Document viewer/editor
  - Voice memo
  - Predictive text input","Non-removable Li-Po 6470 mAh battery (24.3 Wh)",NA,"Up to 10 h (multimedia)","Space Gray/Black, Silver/White, Gold",NA,NA,"Fingerprint, accelerometer, gyro, compass","Dual-core 1.3 GHz Cyclone (ARM v8-based)","16/64/128 GB"," 1 GB  ","iOS 8.1, upgradable to iOS 9.2",NA,"5 MP, f/2.4, 32mm, autofocus","1080p@30fps","1.2 MP, 720p@30fps, face detection, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 18(800), 19(800), 20(800), 38(2600), 39(1900), 40(2300) - A1601","Apple A7","Geo-tagging, touch focus, face/smile detection, HDR photo",NA,"Oleophobic coating","PowerVR G6430 (quad-core graphics)","Yes","  Voice 65dB / Noise 63dB / Ring 70dB","  Noise -93.7dB / Crosstalk -85.2dB",NA,"  Photo / Video","  Contrast ratio: 812 (nominal)","  Basemark OS II: 1099 / Basemark X: 14781","GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1700 / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850) - A1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Apple iPad mini 4","Apple","GSM / CDMA / HSPA / EVDO / LTE","Yes","Yes","2015, September","Available. Released 2015, September","203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in)","299 g (Wi-Fi) / 304 g (3G/LTE) (10.55 oz)","Nano-SIM/ Apple SIM (US & UK)","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","7.9 inches (~70.6% screen-to-body ratio)","1536 x 2048 pixels (~324 ppi pixel density)",NA,"No","N/A","Yes, with stereo speakers","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","v4.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)","No","v2.0, reversible connector","iMessage, Email, Push Email, IM","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - iCloud Keychain
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Document viewer/editor
  - Photo viewer/editor
  - Voice memo/dial/command
  - Predictive text input","Non-removable Li-Ion 5124 mAh battery (19.1 Wh)",NA,"Up to 10 h (multimedia)","Space Gray, Silver, Gold",NA,NA,"Fingerprint, accelerometer, gyro, compass, barometer","Dual-core 1.5 GHz Typhoon","16/64/128 GB"," 2 GB ","iOS 9, upgradable to iOS 9.2",NA,"8 MP, f/2.4, 32mm, autofocus","1080p@30fps, 720p@120fps, HDR, stereo sound rec.","1.2 MP, 720p@30fps, face detection, HDR, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps","CDMA2000 1xEV-DO ","Apple A8","1.12µm pixel size, geo-tagging, touch focus, face/smile detection, HDR (photo/panorama)",NA,"Scratch-resistant glass, oleophobic coating","PowerVR GX6450 (quad-core graphics)","Yes",NA,NA,NA,NA,NA,NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1700 / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500) - Cellular version only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Apple iPad 2 Wi-Fi","Apple","No cellular connectivity","No","No","2011, March. Released 2011, March","Discontinued","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","601 g (1.32 lb)","No","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches (~65.1% screen-to-body ratio)","768 x 1024 pixels (~132 ppi pixel density)",NA,"No","N/A","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","v2.1, A2DP, EDR","No","No","v2.0","iMessage, Email, Push Email, IM","HTML (Safari)","No","- iCloud cloud service
  - Maps
  - Audio/video player/editor
  - Photo viewer/editor
  - Voice memo
  - TV-out
  - Document viewer
  - Predictive text input","Non-removable Li-Po 6930 mAh battery (25 Wh)","Up to 720 h","Up to 10 h","Black, White",NA,NA,"Accelerometer, gyro, compass","Dual-core 1.0 GHz Cortex-A9","16/32/64 GB"," 512 MB ","iOS 4, upgradable to iOS 9.2",NA,"0.7 MP","720p@30fps","VGA",NA,NA,"Apple A5","No",NA,"Scratch-resistant glass, oleophobic coating","PowerVR SGX543MP2","Yes",NA,NA,NA,NA,NA,NA," N/A","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","Apple iPad 2 Wi-Fi + 3G","Apple","GSM / HSPA","Yes","Yes","2011, March","Available. Released 2011, March","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","607 g (1.34 lb)","Micro-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches (~65.1% screen-to-body ratio)","768 x 1024 pixels (~132 ppi pixel density)",NA,"No","N/A","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","v2.1, A2DP, EDR","Yes, with A-GPS","No","v2.0","iMessage, Email, Push Email, IM","HTML (Safari)","No","- iCloud cloud service
  - Maps
  - Audio/video player/editor
  - Photo viewer/editor
  - Voice memo
  - TV-out
  - Document viewer
  - Predictive text input","Non-removable Li-Po 6930 mAh battery (25 Wh)","Up to 720 h","Up to 9 h","Black, White",NA,"  1.19 W/kg (body) &nbsp; &nbsp; ","Accelerometer, gyro, compass","Dual-core 1.0 GHz Cortex-A9","16/32/64 GB"," 512 MB ","iOS 4, upgradable to iOS 9.2",NA,"0.7 MP","720p@30fps","VGA","HSPA 14.4/2 Mbps",NA,"Apple A5","No",NA,"Scratch-resistant glass, oleophobic coating","PowerVR SGX543MP2","Yes","  Voice 65dB / Noise 65dB / Ring 75dB","  Noise -91.0dB / Crosstalk -93.0dB",NA,"  Video","  Contrast ratio: 775:1 (nominal)",NA,"GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Apple iPad 2 CDMA","Apple","CDMA / EVDO","No","No","2011, March","Available. Released 2011, March","241.2 x 185.7 x 8.8 mm (9.50 x 7.31 x 0.35 in)","607 g (1.34 lb)","Mini-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","9.7 inches (~65.1% screen-to-body ratio)","768 x 1024 pixels (~132 ppi pixel density)",NA,"No","N/A","Yes","Wi-Fi 802.11 a/b/g/n, dual-band","v2.1, A2DP, EDR","Yes, with A-GPS","No","v2.0","iMessage, Email, Push Email, IM","HTML (Safari)","No","- iCloud cloud service
  - Maps
  - Audio/video player/editor
  - Photo viewer/editor
  - Voice memo
  - TV-out
  - Document viewer
  - Predictive text input","Non-removable Li-Po 6930 mAh battery (25 Wh)",NA,NA,"Black, White",NA,NA,"Accelerometer, gyro, compass","Dual-core 1.0 GHz Cortex-A9","16/32/64 GB"," 512 MB ","iOS 4, upgradable to iOS 9.2",NA,"0.7 MP","720p@30fps","VGA","EV-DO Rev.A 3.1 Mbps",NA,"Apple A5","No",NA,"Scratch-resistant glass, oleophobic coating","PowerVR SGX543MP2","Yes",NA,NA,NA,NA,NA,NA,"CDMA 800 / 1900 ","Yes","CDMA2000 1xEV-DO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Apple iPhone 5s","Apple","GSM / CDMA / HSPA / EVDO / LTE","Yes","Yes","2013, September","Available. Released 2013, September","123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in)","112 g (3.95 oz)","Nano-SIM","LED-backlit IPS LCD, capacitive touchscreen, 16M colors","4.0 inches (~60.8% screen-to-body ratio)","640 x 1136 pixels (~326 ppi pixel density)",NA,"No","Vibration, proprietary ringtones","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","v4.0, A2DP","Yes, with A-GPS, GLONASS","No","v2.0, reversible connector","iMessage, SMS (threaded view), MMS, Email, Push Email","HTML5 (Safari)","No","- Active noise cancellation with dedicated mic
  - Siri natural language commands and dictation
  - iCloud cloud service
  - iCloud Keychain
  - TV-out
  - Maps
  - Audio/video player/editor
  - Organizer
  - Document viewer/editor
  - Photo viewer/editor
  - Voice memo/dial/command
  - Predictive text input","Non-removable Li-Po 1560 mAh battery (5.92 Wh)","Up to 250 h (2G) / Up to 250 h (3G)","Up to 10 h (2G) / Up to 10 h (3G)","Space Gray, White/Silver, Gold","  1.12 W/kg (head) &nbsp; &nbsp; 1.18 W/kg (body) &nbsp; &nbsp; ","  1.00 W/kg (head) &nbsp; &nbsp; 0.80 W/kg (body) &nbsp; &nbsp; ","Fingerprint, accelerometer, gyro, proximity, compass","Dual-core 1.3 GHz Cyclone (ARM v8-based)","16/32/64 GB"," 1 GB  ","iOS 7, upgradable to iOS 9.2",NA,"8 MP, f/2.2, 29mm, autofocus, dual-LED (dual tone) flash","1080p@30fps, 720p@120fps","1.2 MP, f/2.2, 31mm, 720p@30fps, face detection, HDR, FaceTime over Wi-Fi or Cellular","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","LTE band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 39(1900), 40(2300) - A1530","Apple A7","1/3"" sensor size, 1.5 µm pixel size, touch focus, geo-tagging, face/smile detection, HDR (photo/panorama)","Up to 40 h","Corning Gorilla Glass, oleophobic coating","PowerVR G6430 (quad-core graphics)","Yes","  Voice 68dB / Noise 66dB / Ring 69dB","  Noise -93.6dB / Crosstalk -90.3dB",NA,"  Photo / Video","  Contrast ratio: 1219:1 (nominal) / 3.565:1 (sunlight)","  Basemark OS II: 1077 / Basemark X: 14341","GSM 850 / 900 / 1800 / 1900 - all models","Yes","HSDPA 850 / 900 / 1700 / 1900 / 2100 - A1533 (GSM), A1453","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 8(900), 13(700), 17(700), 19(800), 20(800), 25(1900) - A1533 GSM, A1533 CDMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Samsung Galaxy S6","Samsung","GSM / HSPA / LTE","Yes","Yes","2015, March","Available. Released 2015, April","143.4 x 70.5 x 6.8 mm (5.65 x 2.78 x 0.27 in)","138 g (4.87 oz)","Nano-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.1 inches (~70.7% screen-to-body ratio)","1440 x 2560 pixels (~577 ppi pixel density)","- TouchWiz UI
  ","No","Vibration; MP3, WAV ringtones","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","v4.1, A2DP, LE, apt-X","Yes, with A-GPS, GLONASS, BDS","No","microUSB v2.0, USB Host","SMS(threaded view), MMS, Email, Push Mail, IM","HTML5","No","- Wireless charging (Qi/PMA) - market dependent
  - ANT+ support
  - S-Voice natural language commands and dictation
  - OneDrive (115 GB cloud storage)
  - Active noise cancellation with dedicated mic
  - MP4/DivX/XviD/WMV/H.264 player
  - MP3/WAV/WMA/eAAC+/FLAC player
  - Photo/video editor
  - Document editor","Non-removable Li-Ion 2550 mAh battery",NA,"Up to 17 h (3G)","White Pearl, Black Sapphire, Gold Platinum, Blue Topaz","  1.15 W/kg (head) &nbsp; &nbsp; 1.16 W/kg (body) &nbsp; &nbsp; ","  0.38 W/kg (head) &nbsp; &nbsp; 0.50 W/kg (body) &nbsp; &nbsp; ","Fingerprint, accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","Quad-core 1.5 GHz Cortex-A53 & Quad-core 2.1.0 GHz Cortex-A57","32/64/128 GB"," 3 GB ","Android OS, v5.0.2 (Lollipop), upgradable to v5.1.1 (Lollipop)","- Samsung Pay (Visa, MasterCard certified)","16 MP, f/1.9, 28mm, OIS, autofocus, LED flash","2160p@30fps, 1080p@60fps, 720p@120fps, HDR, dual-video rec.","5 MP, f/1.9, 22mm, 1440p@30fps, dual video call, Auto HDR","HSPA 42.2/5.76 Mbps, LTE Cat6 300/50 Mbps","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 17(700), 20(800) - G920A","Exynos 7420 Octa","1/2.6"" sensor size, 1.12 µm pixel size, geo-tagging, touch focus, face detection, Auto HDR, panorama","Up to 49 h","Corning Gorilla Glass 4","Mali-T760MP8","Yes","  Voice 68dB / Noise 66dB / Ring 73dB","  Noise -95.6dB / Crosstalk -94.5dB","Yes","  Photo / Video","  Contrast ratio: Infinite (nominal), 4.124 (sunlight)","  Basemark OS II: 1663 / Basemark OS II 2.0: 1641
Basemark X: 22752","GSM 850 / 900 / 1800 / 1900 ","Yes","HSDPA 850 / 900 / 1900 / 2100 ","LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850) - G920F",NA,NA,"Yes","Corning Gorilla Glass 4 back panel",NA,NA,NA,NA,NA,NA,NA,NA,NA
